Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Prices
2699567,Yacht,Bayliner,New,2017,14.45,2.8,Fiberglass,Visakhapatnam,181,877218
3756199,Jet Ski,Yamaha,New,2020,13.92,9.55,Fiberglass,Goa,187,179336
2458651,Motorboat,Yamaha,New,1996,39.5,3.54,Steel,Mumbai,187,551423
2916080,Yacht,Yamaha,New,2008,42.47,6.03,Aluminum,Goa,9,1800624
715496,Yacht,Boston Whaler,Used,2014,23.01,2.79,Steel,Kochi,185,51141
3678983,Motorboat,Jeanneau,Used,2000,23.83,7.09,Steel,Chennai,270,1461735
822483,Fishing Boat,Beneteau,Used,2018,21.47,7.63,Steel,Kochi,193,1783713
1218634,Yacht,Yamaha,New,1997,22.57,6.43,Aluminum,Visakhapatnam,352,3022180
1318248,Fishing Boat,Sea Ray,New,2015,17.56,4.56,Aluminum,Goa,188,4312533
533127,Yacht,Boston Whaler,Used,2017,38.96,5.09,Fiberglass,Mumbai,427,2184456
4207065,Sailboat,Bayliner,Used,2011,29.26,5.77,Fiberglass,Visakhapatnam,28,2010348
2262150,Motorboat,Jeanneau,Used,2023,40.78,6.11,Wood,Visakhapatnam,91,1918990
3212269,Sailboat,Bayliner,New,2019,33.51,2.81,Aluminum,Visakhapatnam,462,2064625
1731058,Sailboat,Boston Whaler,Used,2015,9.8,9.1,Aluminum,Mumbai,494,1954297
4009582,Sailboat,Beneteau,New,1990,7.01,2.92,Wood,Mumbai,499,462342
2861377,Yacht,Beneteau,Used,2000,28.95,7.21,Wood,Chennai,16,4961036
618890,Sailboat,Sea Ray,Used,1992,46.96,7.26,Fiberglass,Kochi,151,1757354
3468179,Yacht,Jeanneau,New,2011,9.99,7.29,Fiberglass,Goa,63,2236946
1677886,Yacht,Bayliner,Used,2014,39.96,9.92,Steel,Chennai,413,3200129
1284032,Motorboat,Beneteau,Used,2020,7.91,4.39,Aluminum,Visakhapatnam,2,702845
3973665,Sailboat,Yamaha,New,2001,37.2,8.99,Fiberglass,Mumbai,177,3815791
1021363,Yacht,Bayliner,New,2004,33.42,7.94,Wood,Chennai,454,4403451
3983635,Fishing Boat,Boston Whaler,New,1990,10.0,8.56,Wood,Goa,70,3017006
537148,Yacht,Beneteau,New,1992,49.99,5.77,Fiberglass,Kochi,123,4193939
3677003,Yacht,Boston Whaler,Used,1991,47.68,2.02,Wood,Goa,380,3481979
207107,Motorboat,Sea Ray,Used,2013,24.16,6.23,Steel,Visakhapatnam,331,4395791
4327207,Sailboat,Bayliner,New,2012,43.31,7.97,Wood,Goa,477,4888437
787286,Sailboat,Yamaha,New,2021,20.49,9.35,Wood,Kochi,189,4903197
1035159,Yacht,Yamaha,Used,2012,17.11,8.3,Steel,Goa,463,697452
2060140,Sailboat,Yamaha,New,2017,33.98,6.57,Wood,Mumbai,274,4529423
4301558,Motorboat,Yamaha,Used,2003,35.98,3.64,Aluminum,Visakhapatnam,488,3775981
1999104,Yacht,Bayliner,Used,2008,7.67,6.39,Fiberglass,Visakhapatnam,202,1650441
2599994,Motorboat,Yamaha,New,1997,41.72,9.39,Aluminum,Visakhapatnam,496,4484813
4792761,Jet Ski,Sea Ray,New,2002,16.01,2.43,Aluminum,Kochi,446,3599144
4061160,Sailboat,Jeanneau,Used,1993,41.58,8.59,Wood,Kochi,83,2934941
1483967,Fishing Boat,Jeanneau,New,2023,43.73,8.9,Wood,Mumbai,390,51224
1849476,Sailboat,Beneteau,New,2022,45.64,6.96,Fiberglass,Kochi,82,3390972
119357,Sailboat,Bayliner,New,2003,22.22,9.14,Steel,Goa,67,2125182
4005933,Jet Ski,Jeanneau,New,2005,33.35,8.81,Aluminum,Visakhapatnam,368,338601
263425,Motorboat,Boston Whaler,New,2001,31.77,5.91,Wood,Chennai,206,491902
2291884,Jet Ski,Boston Whaler,New,2003,12.61,6.26,Steel,Mumbai,471,937886
4416225,Jet Ski,Yamaha,Used,1999,48.69,6.09,Aluminum,Goa,382,2516975
4501909,Yacht,Bayliner,New,2016,13.48,2.3,Aluminum,Chennai,108,3648884
1430861,Fishing Boat,Sea Ray,Used,2017,29.39,9.79,Fiberglass,Chennai,53,182663
902016,Motorboat,Bayliner,New,1994,9.86,9.08,Aluminum,Chennai,483,1876590
3351375,Yacht,Sea Ray,New,1992,46.54,4.89,Wood,Mumbai,99,4514918
1628485,Motorboat,Bayliner,New,1999,34.98,4.98,Steel,Chennai,43,1116645
2149576,Sailboat,Bayliner,Used,2004,23.77,5.94,Steel,Chennai,177,2804065
2802276,Sailboat,Sea Ray,New,2024,41.86,3.26,Aluminum,Visakhapatnam,156,3237186
3460179,Motorboat,Boston Whaler,Used,2010,7.56,6.08,Aluminum,Chennai,32,882307
3363805,Fishing Boat,Sea Ray,New,1998,9.64,5.73,Steel,Mumbai,178,2081316
2014771,Yacht,Bayliner,New,2022,27.48,6.62,Wood,Visakhapatnam,326,3690222
3979403,Yacht,Beneteau,Used,1995,15.14,8.16,Wood,Mumbai,375,1342761
1282960,Jet Ski,Sea Ray,New,2006,37.86,2.25,Steel,Mumbai,175,2473081
2729570,Fishing Boat,Bayliner,Used,1990,34.05,8.99,Wood,Chennai,12,1347737
2925509,Motorboat,Jeanneau,Used,1996,27.74,9.24,Steel,Kochi,312,821781
2247164,Fishing Boat,Boston Whaler,New,2014,44.99,2.14,Aluminum,Visakhapatnam,14,877785
4078206,Yacht,Beneteau,Used,2002,36.25,8.72,Aluminum,Chennai,437,799826
3494927,Sailboat,Beneteau,Used,1991,17.64,3.21,Wood,Goa,325,4211544
4303979,Jet Ski,Yamaha,New,2004,10.62,2.71,Fiberglass,Visakhapatnam,447,2945624
4729811,Yacht,Sea Ray,Used,2024,24.12,5.8,Aluminum,Mumbai,115,4000065
2503766,Fishing Boat,Sea Ray,Used,1995,13.22,5.02,Fiberglass,Visakhapatnam,387,3687279
3683636,Motorboat,Boston Whaler,Used,2009,36.98,6.71,Fiberglass,Kochi,45,2262111
512834,Yacht,Beneteau,New,2017,34.38,9.26,Aluminum,Kochi,294,2881956
1018286,Motorboat,Yamaha,Used,1997,48.67,5.55,Wood,Mumbai,238,222195
2041787,Fishing Boat,Yamaha,Used,2007,48.48,7.91,Wood,Kochi,197,3469061
670031,Yacht,Boston Whaler,New,2018,45.18,8.37,Aluminum,Kochi,402,3860725
3140093,Sailboat,Boston Whaler,Used,2024,40.61,9.54,Steel,Chennai,304,1874373
1020992,Yacht,Yamaha,New,1999,37.28,8.75,Aluminum,Mumbai,496,2276419
2136262,Yacht,Boston Whaler,Used,2005,10.26,2.03,Fiberglass,Mumbai,416,1584198
661781,Sailboat,Sea Ray,Used,2012,31.15,3.95,Steel,Kochi,56,3144141
309912,Jet Ski,Yamaha,New,1992,29.4,7.26,Aluminum,Chennai,449,4363972
4944815,Fishing Boat,Sea Ray,Used,1991,17.31,7.77,Steel,Goa,354,4867672
4034652,Motorboat,Jeanneau,New,2004,31.19,6.49,Aluminum,Kochi,266,3550378
995895,Motorboat,Jeanneau,Used,2018,22.29,4.33,Fiberglass,Kochi,440,4580400
3759644,Jet Ski,Bayliner,Used,2023,16.57,6.28,Wood,Chennai,492,4773764
3576829,Yacht,Beneteau,Used,2005,5.5,8.4,Steel,Visakhapatnam,462,4401102
2366677,Sailboat,Yamaha,Used,1990,17.49,7.48,Aluminum,Mumbai,200,4164205
1722564,Fishing Boat,Boston Whaler,Used,1995,25.48,7.0,Wood,Kochi,72,949819
4473765,Sailboat,Jeanneau,New,1998,16.68,9.31,Steel,Kochi,296,2965149
1450408,Motorboat,Yamaha,New,2014,26.18,2.5,Fiberglass,Mumbai,343,2961505
804828,Jet Ski,Jeanneau,New,2004,7.51,3.59,Steel,Visakhapatnam,158,2473077
2178897,Fishing Boat,Boston Whaler,New,2016,21.76,7.9,Fiberglass,Visakhapatnam,408,3467341
2258745,Fishing Boat,Beneteau,Used,2010,36.64,2.45,Wood,Chennai,84,1253903
3528664,Sailboat,Yamaha,New,2009,6.67,5.25,Fiberglass,Goa,496,288988
3478014,Jet Ski,Yamaha,New,2002,43.69,3.53,Wood,Visakhapatnam,319,3226729
3794632,Jet Ski,Yamaha,Used,2008,48.63,7.2,Steel,Mumbai,460,4620785
1013602,Sailboat,Sea Ray,Used,1995,18.06,9.38,Wood,Chennai,266,4882406
1743828,Jet Ski,Bayliner,New,2021,8.92,4.74,Steel,Chennai,220,1417567
401515,Fishing Boat,Sea Ray,Used,2022,44.59,3.61,Fiberglass,Mumbai,383,402317
4639123,Yacht,Bayliner,Used,2009,10.75,8.41,Aluminum,Kochi,179,308667
3121073,Yacht,Yamaha,New,1997,44.95,5.31,Steel,Mumbai,346,2584614
2233043,Motorboat,Yamaha,Used,1991,48.4,4.94,Steel,Kochi,190,183436
1043055,Jet Ski,Sea Ray,New,2003,8.44,3.9,Aluminum,Goa,291,3321964
2413545,Yacht,Sea Ray,Used,2017,21.31,3.38,Wood,Mumbai,277,1221851
1346741,Jet Ski,Jeanneau,New,1997,9.78,3.58,Wood,Visakhapatnam,188,413177
4754884,Fishing Boat,Jeanneau,New,2022,38.19,6.68,Fiberglass,Visakhapatnam,249,1556763
4187783,Fishing Boat,Beneteau,New,1995,37.77,6.74,Fiberglass,Visakhapatnam,495,2356096
1681232,Fishing Boat,Bayliner,Used,2017,21.15,8.49,Wood,Chennai,478,2147889
4649195,Fishing Boat,Sea Ray,Used,2001,48.22,8.34,Steel,Visakhapatnam,26,3503014
3017508,Yacht,Jeanneau,Used,2000,22.64,5.58,Fiberglass,Visakhapatnam,59,4249973
4791262,Fishing Boat,Boston Whaler,Used,2000,28.82,7.61,Steel,Visakhapatnam,348,874596
2976484,Jet Ski,Bayliner,New,2001,30.26,3.75,Fiberglass,Visakhapatnam,224,2055650
987096,Sailboat,Boston Whaler,New,1996,36.43,3.34,Fiberglass,Chennai,248,1137677
2816090,Fishing Boat,Sea Ray,Used,2007,36.95,8.06,Steel,Mumbai,82,138753
655666,Yacht,Beneteau,New,2007,21.08,7.1,Fiberglass,Kochi,267,945859
4544632,Yacht,Sea Ray,New,2006,23.49,5.8,Steel,Visakhapatnam,6,318428
1764842,Yacht,Sea Ray,Used,2003,33.64,8.33,Fiberglass,Kochi,84,561968
1148727,Sailboat,Jeanneau,Used,2016,6.58,7.46,Steel,Visakhapatnam,219,4710165
4824440,Jet Ski,Bayliner,New,2012,25.95,5.25,Fiberglass,Mumbai,381,1952695
2252265,Jet Ski,Jeanneau,Used,1991,12.69,4.69,Wood,Goa,429,4107280
1690009,Motorboat,Sea Ray,New,2017,23.04,4.91,Fiberglass,Visakhapatnam,446,3927260
249376,Sailboat,Sea Ray,Used,2010,14.45,4.93,Aluminum,Kochi,345,1193059
3930936,Motorboat,Bayliner,Used,1993,41.2,7.8,Wood,Kochi,326,2941058
2098442,Fishing Boat,Yamaha,New,2003,48.28,3.89,Wood,Visakhapatnam,355,2886596
339936,Motorboat,Yamaha,New,2009,26.27,3.43,Steel,Mumbai,308,4167064
4687368,Motorboat,Sea Ray,New,2011,20.69,8.73,Aluminum,Goa,463,4864083
4620682,Jet Ski,Bayliner,Used,2012,24.09,5.13,Aluminum,Kochi,304,4450726
2701815,Yacht,Sea Ray,New,2008,8.2,6.85,Fiberglass,Kochi,343,3203983
4725227,Jet Ski,Yamaha,Used,1994,13.23,7.76,Steel,Goa,311,281901
471977,Jet Ski,Beneteau,New,2020,34.08,3.04,Fiberglass,Mumbai,373,2527430
3995787,Yacht,Bayliner,Used,2009,15.75,7.03,Aluminum,Goa,193,636292
563086,Yacht,Beneteau,New,2006,17.08,4.68,Fiberglass,Visakhapatnam,41,1932357
3999409,Yacht,Yamaha,New,2000,27.32,5.24,Steel,Mumbai,234,2949611
4496923,Yacht,Sea Ray,New,2017,43.53,4.09,Steel,Mumbai,479,2626118
4525847,Motorboat,Beneteau,Used,2012,5.2,9.08,Wood,Mumbai,398,2360663
4459263,Motorboat,Sea Ray,New,2001,39.86,7.56,Fiberglass,Chennai,389,405777
4629520,Motorboat,Jeanneau,Used,1999,38.94,6.7,Wood,Chennai,102,3980224
4183161,Sailboat,Beneteau,Used,2006,19.57,6.36,Wood,Visakhapatnam,139,1162039
4900600,Sailboat,Beneteau,Used,1999,6.05,6.57,Fiberglass,Kochi,285,4447172
1140313,Motorboat,Boston Whaler,Used,2004,38.1,2.31,Fiberglass,Kochi,142,3967637
828094,Motorboat,Jeanneau,Used,2022,24.18,4.09,Aluminum,Goa,220,2249316
1950619,Sailboat,Jeanneau,New,2015,34.34,9.78,Steel,Kochi,363,1818064
263889,Jet Ski,Yamaha,Used,2010,26.43,5.11,Aluminum,Kochi,242,144230
869605,Jet Ski,Bayliner,New,1992,6.25,4.98,Fiberglass,Goa,478,1000299
385530,Yacht,Beneteau,Used,1995,17.75,3.54,Steel,Goa,418,4645025
4245364,Jet Ski,Yamaha,Used,2017,33.43,6.86,Steel,Kochi,242,1879437
4174762,Motorboat,Sea Ray,New,2009,21.36,3.02,Fiberglass,Goa,449,3783423
2559110,Sailboat,Boston Whaler,Used,2000,6.54,9.26,Steel,Kochi,446,3360766
523213,Yacht,Sea Ray,New,2003,26.42,2.93,Wood,Kochi,260,3714461
3970730,Jet Ski,Bayliner,New,1994,32.05,3.32,Wood,Chennai,194,862096
3592908,Yacht,Boston Whaler,Used,2019,5.4,3.2,Steel,Visakhapatnam,483,4529218
768733,Sailboat,Bayliner,New,2008,5.03,4.89,Fiberglass,Chennai,379,807878
4641882,Fishing Boat,Jeanneau,New,2011,43.35,3.93,Fiberglass,Chennai,337,1663110
1270875,Motorboat,Sea Ray,Used,1999,23.8,4.83,Fiberglass,Mumbai,415,4644447
1914904,Jet Ski,Sea Ray,New,2021,16.15,8.86,Steel,Kochi,78,1799966
3638096,Fishing Boat,Bayliner,New,1991,47.34,3.79,Aluminum,Visakhapatnam,396,661091
3041849,Jet Ski,Jeanneau,Used,2011,14.85,2.78,Fiberglass,Goa,217,94910
3189162,Yacht,Boston Whaler,Used,2016,19.31,7.38,Aluminum,Kochi,287,537442
4280896,Fishing Boat,Beneteau,Used,2002,27.44,2.62,Steel,Visakhapatnam,134,2971176
1841011,Fishing Boat,Yamaha,Used,2020,12.49,4.91,Steel,Mumbai,476,1950563
3199329,Yacht,Beneteau,Used,2005,7.79,6.22,Steel,Chennai,75,4489548
4479936,Fishing Boat,Jeanneau,New,2007,28.41,2.31,Aluminum,Kochi,367,1799521
1063633,Fishing Boat,Beneteau,Used,1995,24.69,5.52,Wood,Goa,27,320455
841922,Fishing Boat,Yamaha,Used,2024,10.69,4.99,Steel,Mumbai,223,4214213
1719770,Sailboat,Sea Ray,New,2006,41.16,5.92,Aluminum,Goa,161,2753452
3428529,Sailboat,Bayliner,Used,2013,28.05,3.27,Fiberglass,Chennai,92,79937
2669493,Motorboat,Beneteau,Used,1997,11.71,9.37,Fiberglass,Kochi,332,1893543
3470602,Yacht,Boston Whaler,Used,2016,26.58,8.69,Wood,Visakhapatnam,105,487784
3302118,Yacht,Yamaha,Used,2008,24.9,5.34,Wood,Goa,479,3878730
4349672,Yacht,Beneteau,Used,2024,7.44,5.3,Steel,Visakhapatnam,130,1975522
1512652,Fishing Boat,Jeanneau,Used,2004,17.82,2.34,Wood,Mumbai,157,2779313
2371892,Motorboat,Boston Whaler,Used,1992,5.36,9.22,Steel,Kochi,394,3710668
158469,Fishing Boat,Bayliner,Used,2017,12.56,6.4,Wood,Mumbai,134,859706
3334485,Sailboat,Beneteau,New,2005,12.65,2.16,Steel,Goa,8,3335229
3502016,Sailboat,Boston Whaler,New,2014,20.6,4.12,Aluminum,Chennai,440,4106301
83115,Jet Ski,Jeanneau,New,2004,13.69,4.9,Wood,Kochi,134,3736808
4037927,Sailboat,Jeanneau,New,2020,11.43,5.91,Aluminum,Chennai,282,163690
2567481,Motorboat,Beneteau,Used,2024,16.35,5.9,Wood,Goa,195,517906
3016918,Yacht,Beneteau,New,2015,31.99,4.98,Steel,Mumbai,76,2137334
2034374,Jet Ski,Jeanneau,New,1995,20.04,8.52,Fiberglass,Visakhapatnam,114,3535923
4329825,Yacht,Bayliner,Used,2022,18.41,7.11,Aluminum,Goa,56,3819913
4015924,Sailboat,Bayliner,New,2006,22.32,4.69,Wood,Kochi,274,4815227
4690252,Jet Ski,Bayliner,Used,2004,41.44,8.67,Fiberglass,Chennai,228,1112788
1620675,Jet Ski,Boston Whaler,New,2015,20.01,4.65,Steel,Chennai,423,3059570
3314710,Sailboat,Sea Ray,New,1991,20.56,9.07,Steel,Mumbai,422,1403863
1585678,Sailboat,Beneteau,Used,2018,9.09,6.08,Steel,Visakhapatnam,52,1142662
1427430,Fishing Boat,Yamaha,Used,2002,9.12,4.59,Wood,Mumbai,175,341761
3604415,Fishing Boat,Jeanneau,New,2021,47.53,6.89,Steel,Chennai,385,1319209
3747255,Motorboat,Yamaha,New,2023,10.53,9.39,Fiberglass,Chennai,234,907493
4925136,Sailboat,Jeanneau,Used,2004,19.96,5.85,Wood,Visakhapatnam,376,1982695
3052952,Jet Ski,Bayliner,New,1991,19.27,9.23,Steel,Kochi,229,2480762
3186040,Jet Ski,Bayliner,Used,2014,44.53,9.12,Aluminum,Goa,12,3263213
3485169,Sailboat,Boston Whaler,Used,1991,40.83,3.97,Steel,Kochi,426,2537033
2111635,Jet Ski,Bayliner,New,2019,22.34,9.37,Aluminum,Goa,182,2196457
4957215,Motorboat,Jeanneau,Used,2022,14.39,9.46,Aluminum,Visakhapatnam,47,3986394
1069838,Jet Ski,Bayliner,Used,2001,6.08,4.27,Fiberglass,Kochi,477,3228862
4664583,Jet Ski,Boston Whaler,New,1992,6.42,6.84,Steel,Mumbai,237,1591359
866084,Yacht,Bayliner,Used,2004,7.15,2.52,Steel,Visakhapatnam,44,967955
3828243,Yacht,Bayliner,Used,1997,36.43,2.98,Wood,Mumbai,200,2802649
655051,Jet Ski,Beneteau,New,1992,34.86,8.4,Wood,Chennai,372,2297645
1407187,Sailboat,Yamaha,New,2017,27.05,3.11,Aluminum,Chennai,378,2579365
4775669,Motorboat,Beneteau,Used,2005,45.17,6.11,Wood,Goa,249,171874
1504820,Fishing Boat,Boston Whaler,Used,2020,20.51,6.33,Steel,Goa,281,693459
538058,Motorboat,Boston Whaler,Used,2019,9.51,4.22,Aluminum,Goa,253,3430485
4448108,Sailboat,Jeanneau,Used,1995,32.72,4.23,Steel,Chennai,412,705029
3206681,Yacht,Sea Ray,New,2011,12.27,5.82,Aluminum,Chennai,353,3947635
4274325,Motorboat,Yamaha,New,2022,14.22,6.12,Fiberglass,Visakhapatnam,17,3552114
4817534,Fishing Boat,Boston Whaler,Used,1991,47.36,8.6,Fiberglass,Mumbai,92,1495489
177196,Yacht,Beneteau,Used,2000,19.13,4.21,Fiberglass,Visakhapatnam,425,1296481
2892964,Motorboat,Jeanneau,New,1994,43.8,6.32,Wood,Mumbai,167,1020171
490888,Motorboat,Yamaha,New,2006,23.42,6.72,Wood,Mumbai,427,1395877
4292318,Sailboat,Bayliner,Used,2023,48.42,6.05,Aluminum,Chennai,210,3948754
723066,Yacht,Bayliner,New,1994,14.1,6.86,Steel,Goa,93,1413369
4591194,Fishing Boat,Sea Ray,New,2013,41.11,9.46,Aluminum,Mumbai,215,4111890
3526620,Motorboat,Yamaha,New,2014,24.05,4.85,Aluminum,Goa,482,117343
2367619,Yacht,Beneteau,Used,2013,35.9,5.19,Wood,Kochi,265,3164502
2709699,Sailboat,Boston Whaler,New,2018,6.92,2.61,Aluminum,Visakhapatnam,208,1399686
3921732,Jet Ski,Yamaha,Used,2020,40.51,7.17,Wood,Mumbai,422,3558342
2979909,Sailboat,Yamaha,New,1998,45.67,5.7,Fiberglass,Chennai,87,2294234
2911387,Fishing Boat,Bayliner,Used,2020,7.21,6.37,Aluminum,Chennai,265,1581612
539932,Yacht,Beneteau,Used,2018,38.9,6.33,Fiberglass,Mumbai,6,663025
1254011,Yacht,Boston Whaler,Used,2019,47.17,3.32,Steel,Chennai,396,4655227
4836126,Jet Ski,Sea Ray,Used,2010,10.8,7.3,Steel,Visakhapatnam,70,4394291
1353239,Sailboat,Boston Whaler,New,2003,7.72,5.23,Fiberglass,Kochi,453,3901769
737924,Yacht,Boston Whaler,Used,2023,23.4,4.07,Fiberglass,Goa,272,162714
4325607,Fishing Boat,Sea Ray,Used,2001,38.38,9.67,Steel,Chennai,427,231782
731053,Jet Ski,Sea Ray,Used,2008,15.08,7.41,Aluminum,Chennai,384,4587363
4800020,Jet Ski,Bayliner,New,2023,36.94,5.34,Steel,Kochi,313,1496894
4872023,Motorboat,Jeanneau,New,2006,27.11,9.45,Steel,Kochi,143,63093
3329302,Sailboat,Jeanneau,New,2004,16.51,5.56,Steel,Goa,279,908449
1722794,Sailboat,Boston Whaler,Used,2020,35.19,8.64,Wood,Chennai,141,4367802
849709,Jet Ski,Beneteau,New,2024,34.57,6.96,Wood,Visakhapatnam,192,1179692
606892,Jet Ski,Sea Ray,New,2017,18.73,4.55,Wood,Chennai,141,4020635
4347482,Jet Ski,Bayliner,New,2016,14.3,7.2,Steel,Chennai,21,4487206
1938444,Motorboat,Yamaha,New,1998,45.55,5.02,Aluminum,Kochi,320,4614840
4697588,Jet Ski,Boston Whaler,New,1993,13.02,8.42,Aluminum,Chennai,376,2765604
2611810,Motorboat,Sea Ray,Used,1999,9.13,3.68,Fiberglass,Visakhapatnam,447,2416113
63310,Motorboat,Bayliner,Used,2007,49.88,8.12,Aluminum,Kochi,148,1733453
1321076,Fishing Boat,Beneteau,New,1993,46.58,8.36,Aluminum,Goa,78,1743372
2909803,Sailboat,Sea Ray,Used,1998,15.36,8.93,Aluminum,Chennai,366,4064716
1884881,Jet Ski,Bayliner,New,2023,17.16,7.07,Aluminum,Chennai,474,938521
2690406,Sailboat,Beneteau,Used,2004,20.61,2.38,Wood,Mumbai,236,2597582
367977,Yacht,Sea Ray,New,1997,22.37,3.31,Fiberglass,Chennai,435,105597
3174111,Fishing Boat,Bayliner,New,2020,7.46,7.95,Steel,Goa,179,148732
438875,Fishing Boat,Boston Whaler,Used,2012,26.9,2.41,Wood,Mumbai,311,2929406
996286,Yacht,Sea Ray,New,1994,32.56,6.99,Steel,Goa,481,4921295
4442384,Jet Ski,Boston Whaler,New,1999,10.77,5.01,Fiberglass,Visakhapatnam,18,4006302
774592,Jet Ski,Jeanneau,New,2023,16.35,6.55,Steel,Mumbai,304,147048
4824504,Sailboat,Sea Ray,New,2023,45.0,7.89,Aluminum,Mumbai,310,1904892
206073,Sailboat,Beneteau,New,1994,5.4,8.39,Wood,Visakhapatnam,298,1561754
2755559,Motorboat,Bayliner,Used,2016,16.58,4.35,Aluminum,Visakhapatnam,37,2480864
2497152,Yacht,Bayliner,New,2023,10.92,2.55,Steel,Mumbai,326,3030317
1817087,Motorboat,Boston Whaler,Used,2015,7.43,6.28,Fiberglass,Visakhapatnam,377,468109
1877207,Motorboat,Sea Ray,Used,2006,41.05,2.12,Steel,Chennai,128,2980434
4795514,Sailboat,Boston Whaler,Used,2009,48.06,5.9,Steel,Goa,22,1936731
1369563,Yacht,Beneteau,New,2019,19.52,6.79,Fiberglass,Chennai,121,4565941
4604679,Yacht,Yamaha,New,2000,44.22,7.15,Wood,Mumbai,396,1620946
4043775,Sailboat,Beneteau,Used,2013,30.84,6.64,Aluminum,Goa,105,1930316
4487800,Yacht,Bayliner,Used,1993,11.16,6.6,Fiberglass,Mumbai,304,1192115
2481070,Yacht,Bayliner,Used,2000,42.22,9.69,Fiberglass,Chennai,476,3233074
2251917,Yacht,Boston Whaler,New,2008,41.06,9.8,Aluminum,Chennai,381,3947338
1562063,Jet Ski,Sea Ray,New,1991,33.85,3.32,Aluminum,Chennai,416,3415136
3222884,Motorboat,Jeanneau,Used,1999,11.48,8.62,Steel,Kochi,263,4324860
1107848,Jet Ski,Yamaha,New,2020,30.87,4.7,Aluminum,Goa,107,512783
3094021,Sailboat,Boston Whaler,New,1997,33.48,9.23,Aluminum,Kochi,383,4592617
2830940,Yacht,Beneteau,Used,1994,30.53,8.4,Aluminum,Mumbai,99,2943344
695019,Jet Ski,Bayliner,New,2008,49.92,5.55,Steel,Chennai,396,1457698
871064,Yacht,Jeanneau,New,2017,39.76,9.39,Steel,Goa,396,2201902
2395705,Jet Ski,Jeanneau,Used,1999,47.73,3.95,Steel,Kochi,483,3090696
3893506,Sailboat,Sea Ray,Used,2021,9.76,7.63,Fiberglass,Mumbai,465,3291015
1138087,Sailboat,Boston Whaler,New,1999,32.35,4.01,Fiberglass,Kochi,356,3118643
2466063,Motorboat,Beneteau,New,2014,29.05,3.97,Wood,Goa,108,2521900
3757889,Motorboat,Bayliner,New,2014,17.37,9.27,Steel,Visakhapatnam,97,3245938
1050829,Jet Ski,Beneteau,New,2020,21.09,8.25,Aluminum,Visakhapatnam,168,4517995
3873139,Fishing Boat,Bayliner,New,2022,37.84,4.83,Fiberglass,Visakhapatnam,25,1207204
1283482,Jet Ski,Jeanneau,New,2023,48.76,5.89,Wood,Mumbai,356,2922860
2917105,Jet Ski,Beneteau,New,2022,15.63,5.52,Steel,Visakhapatnam,310,3956768
2854719,Yacht,Boston Whaler,New,1997,29.52,2.3,Aluminum,Kochi,159,1725134
794080,Sailboat,Jeanneau,Used,2000,22.56,3.46,Fiberglass,Mumbai,397,2289407
2675997,Motorboat,Sea Ray,Used,2001,14.8,5.9,Steel,Mumbai,128,845256
2230259,Motorboat,Bayliner,New,2013,6.86,2.23,Fiberglass,Visakhapatnam,252,902468
2253747,Yacht,Sea Ray,New,1999,44.41,3.52,Fiberglass,Visakhapatnam,498,1313506
1024631,Fishing Boat,Boston Whaler,Used,2024,33.59,4.26,Aluminum,Chennai,458,3936867
3958445,Jet Ski,Jeanneau,Used,2024,16.68,2.13,Fiberglass,Goa,135,2850828
3079562,Sailboat,Sea Ray,New,2017,20.59,9.3,Steel,Visakhapatnam,59,1318488
2869241,Yacht,Bayliner,Used,2023,38.96,9.76,Aluminum,Kochi,343,789308
4676259,Jet Ski,Bayliner,Used,1998,46.54,4.42,Wood,Mumbai,212,3787094
1429094,Jet Ski,Boston Whaler,Used,2018,38.15,5.76,Fiberglass,Kochi,358,1511373
4063579,Sailboat,Jeanneau,Used,2014,39.69,4.57,Steel,Mumbai,23,2469733
4401133,Jet Ski,Boston Whaler,Used,2015,29.27,2.94,Steel,Chennai,491,1263340
4732839,Sailboat,Beneteau,Used,2023,32.67,5.44,Steel,Chennai,336,3956473
2078506,Fishing Boat,Jeanneau,Used,2005,38.48,7.92,Fiberglass,Goa,66,2872541
1332988,Sailboat,Beneteau,New,1994,32.52,7.28,Fiberglass,Chennai,454,2443321
2903713,Sailboat,Boston Whaler,New,2000,44.39,5.66,Wood,Mumbai,320,2962697
1461935,Fishing Boat,Yamaha,Used,2018,8.83,8.72,Fiberglass,Goa,394,1626322
869874,Motorboat,Jeanneau,Used,2002,19.55,7.15,Steel,Chennai,125,3805277
2434482,Jet Ski,Bayliner,New,2011,28.56,2.14,Wood,Visakhapatnam,80,3170096
4645443,Jet Ski,Sea Ray,New,2019,22.75,9.26,Aluminum,Chennai,412,4151907
1071436,Fishing Boat,Beneteau,Used,2008,42.7,8.33,Fiberglass,Chennai,459,4906017
4481169,Sailboat,Bayliner,New,2007,41.41,3.57,Aluminum,Kochi,351,2799789
2205566,Yacht,Beneteau,Used,2020,17.06,6.91,Fiberglass,Visakhapatnam,251,4647252
761181,Motorboat,Yamaha,New,2017,33.66,4.96,Steel,Goa,46,1172388
4574239,Motorboat,Beneteau,Used,2018,19.97,7.05,Wood,Goa,308,2334359
4883188,Motorboat,Beneteau,New,2015,12.78,6.32,Steel,Kochi,98,2216702
